No.,Sex,type,Dam,Sire,D.O.B,DW,LW,BirthType,Slaughter.Sale.Date,Sold.as.Store.or.Breeding,Day,Weight,AgeMonths,DurationBeforeSlaughter,LambID,Year
751,F,pedigree,195/14,590,2019-03-14,NA,NA,Triplet,2020-08-15,breeding sulg ewe,319,47,10.633333333333301,520,Lamb288,2019
751,F,pedigree,195/14,590,2019-03-14,NA,NA,Triplet,2020-08-15,breeding sulg ewe,349,45,11.633333333333301,520,Lamb288,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,1,35,0.0333333333333333,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,105,35,3.5,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,132,36,4.4,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,159,36,5.3,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,195,41,6.5,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,225,42,7.5,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,258,45,8.6,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,292,48,9.73333333333333,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,319,50,10.633333333333301,364,Lamb289,2019
752,M,pedigree,195/14,590,2019-03-14,26.8,57,Triplet,2020-03-12,Prime,349,54,11.633333333333301,364,Lamb289,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,1,40,0.0333333333333333,314,Lamb290,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,105,40,3.5,314,Lamb290,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,132,43,4.4,314,Lamb290,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,159,45,5.3,314,Lamb290,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,195,51,6.5,314,Lamb290,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,225,52,7.5,314,Lamb290,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,258,53,8.6,314,Lamb290,2019
753,M,pedigree,446/16,1621,2019-03-14,26.2,56,Twin,2020-01-22,Prime,292,55,9.73333333333333,314,Lamb290,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,1,33,0.0333333333333333,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,105,33,3.5,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,132,40,4.4,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,159,42,5.3,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,195,47,6.5,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,225,48,7.5,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,258,51,8.6,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,292,51,9.73333333333333,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,319,51,10.633333333333301,922,Lamb291,2019
754,F,pedigree,446/16,1621,2019-03-14,NA,NA,Twin,2021-09-21,NA,349,53,11.633333333333301,922,Lamb291,2019
755,M,pedigree,184/13,1621,2019-03-14,25.8,55,Twin,2019-10-23,Prime,1,37,0.0333333333333333,223,Lamb292,2019
755,M,pedigree,184/13,1621,2019-03-14,25.8,55,Twin,2019-10-23,Prime,105,37,3.5,223,Lamb292,2019
755,M,pedigree,184/13,1621,2019-03-14,25.8,55,Twin,2019-10-23,Prime,132,43,4.4,223,Lamb292,2019
755,M,pedigree,184/13,1621,2019-03-14,25.8,55,Twin,2019-10-23,Prime,159,46,5.3,223,Lamb292,2019
755,M,pedigree,184/13,1621,2019-03-14,25.8,55,Twin,2019-10-23,Prime,195,53,6.5,223,Lamb292,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,1,36,0.0333333333333333,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,105,36,3.5,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,132,41,4.4,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,159,45,5.3,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,195,48,6.5,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,225,50,7.5,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,258,51,8.6,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,292,50,9.73333333333333,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,319,50,10.633333333333301,548,Lamb293,2019
756,F,pedigree,184/13,1621,2019-03-14,NA,NA,Twin,2020-09-12,NA,349,52,11.633333333333301,548,Lamb293,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,1,39,0.0333333333333333,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,104,39,3.46666666666667,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,131,46,4.36666666666667,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,158,48,5.26666666666667,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,194,52,6.46666666666667,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,224,55,7.46666666666667,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,257,57,8.56666666666667,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,291,57,9.7,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,318,59,10.6,NA,Lamb294,2019
757,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,NA,NA,348,60,11.6,NA,Lamb294,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,1,37,0.0333333333333333,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,104,37,3.46666666666667,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,131,44,4.36666666666667,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,158,42,5.26666666666667,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,194,51,6.46666666666667,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,224,53,7.46666666666667,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,257,52,8.56666666666667,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,291,54,9.7,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,318,54,10.6,519,Lamb295,2019
758,F,pedigree,389/15,1621,2019-03-15,NA,NA,Twin,2020-08-15,breeding sulg ewe,348,57,11.6,519,Lamb295,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,1,35,0.0333333333333333,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,104,35,3.46666666666667,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,131,39,4.36666666666667,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,158,45,5.26666666666667,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,194,48,6.46666666666667,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,224,50,7.46666666666667,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,257,50,8.56666666666667,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,291,49,9.7,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,318,50,10.6,589,Lamb296,2019
759,F,pedigree,602/12,590,2019-03-15,NA,NA,Twin,2020-10-24,breeding sulg ewe,348,52,11.6,589,Lamb296,2019
760,M,pedigree,602/12,590,2019-03-15,24.1,55,Twin,2019-12-06,Prime,1,38,0.0333333333333333,266,Lamb297,2019
760,M,pedigree,602/12,590,2019-03-15,24.1,55,Twin,2019-12-06,Prime,104,36,3.46666666666667,266,Lamb297,2019
760,M,pedigree,602/12,590,2019-03-15,24.1,55,Twin,2019-12-06,Prime,131,44,4.36666666666667,266,Lamb297,2019
760,M,pedigree,602/12,590,2019-03-15,24.1,55,Twin,2019-12-06,Prime,158,45,5.26666666666667,266,Lamb297,2019
760,M,pedigree,602/12,590,2019-03-15,24.1,55,Twin,2019-12-06,Prime,194,54,6.46666666666667,266,Lamb297,2019
760,M,pedigree,602/12,590,2019-03-15,24.1,55,Twin,2019-12-06,Prime,224,58,7.46666666666667,266,Lamb297,2019
760,M,pedigree,602/12,590,2019-03-15,24.1,55,Twin,2019-12-06,Prime,257,58,8.56666666666667,266,Lamb297,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,1,31,0.0333333333333333,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,104,31,3.46666666666667,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,131,36,4.36666666666667,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,158,38,5.26666666666667,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,194,47,6.46666666666667,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,224,48,7.46666666666667,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,257,48,8.56666666666667,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,291,51,9.7,322,Lamb298,2019
761,M,pedigree,444/16,1621,2019-03-15,23.5,50,Twin,2020-01-31,Prime,318,50,10.6,322,Lamb298,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,1,35,0.0333333333333333,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,104,35,3.46666666666667,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,131,41,4.36666666666667,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,158,45,5.26666666666667,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,194,47,6.46666666666667,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,224,49,7.46666666666667,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,257,50,8.56666666666667,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,291,51,9.7,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,318,52,10.6,547,Lamb299,2019
762,F,pedigree,444/16,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,348,55,11.6,547,Lamb299,2019
763,M,pedigree,303/15,1621,2019-03-15,26.6,55,Single,2019-12-13,Prime,1,35,0.0333333333333333,273,Lamb300,2019
763,M,pedigree,303/15,1621,2019-03-15,26.6,55,Single,2019-12-13,Prime,104,35,3.46666666666667,273,Lamb300,2019
763,M,pedigree,303/15,1621,2019-03-15,26.6,55,Single,2019-12-13,Prime,131,39,4.36666666666667,273,Lamb300,2019
763,M,pedigree,303/15,1621,2019-03-15,26.6,55,Single,2019-12-13,Prime,158,43,5.26666666666667,273,Lamb300,2019
763,M,pedigree,303/15,1621,2019-03-15,26.6,55,Single,2019-12-13,Prime,194,50,6.46666666666667,273,Lamb300,2019
763,M,pedigree,303/15,1621,2019-03-15,26.6,55,Single,2019-12-13,Prime,224,53,7.46666666666667,273,Lamb300,2019
763,M,pedigree,303/15,1621,2019-03-15,26.6,55,Single,2019-12-13,Prime,257,55,8.56666666666667,273,Lamb300,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,1,32,0.0333333333333333,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,104,32,3.46666666666667,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,131,39,4.36666666666667,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,158,44,5.26666666666667,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,194,46,6.46666666666667,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,224,50,7.46666666666667,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,257,53,8.56666666666667,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,291,53,9.7,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,318,54,10.6,547,Lamb301,2019
764,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-09-12,NA,348,58,11.6,547,Lamb301,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,1,32,0.0333333333333333,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,104,32,3.46666666666667,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,131,41,4.36666666666667,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,158,44,5.26666666666667,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,194,49,6.46666666666667,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,224,50,7.46666666666667,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,257,51,8.56666666666667,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,291,51,9.7,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,318,52,10.6,589,Lamb302,2019
765,F,pedigree,362/15,1621,2019-03-15,NA,NA,Twin,2020-10-24,NA,348,55,11.6,589,Lamb302,2019
766,M,pedigree,675/12,1621,2019-03-15,26.2,56,Triplet,2019-12-06,Prime,1,42,0.0333333333333333,266,Lamb303,2019
766,M,pedigree,675/12,1621,2019-03-15,26.2,56,Triplet,2019-12-06,Prime,104,42,3.46666666666667,266,Lamb303,2019
766,M,pedigree,675/12,1621,2019-03-15,26.2,56,Triplet,2019-12-06,Prime,131,47,4.36666666666667,266,Lamb303,2019
766,M,pedigree,675/12,1621,2019-03-15,26.2,56,Triplet,2019-12-06,Prime,158,48,5.26666666666667,266,Lamb303,2019
766,M,pedigree,675/12,1621,2019-03-15,26.2,56,Triplet,2019-12-06,Prime,194,55,6.46666666666667,266,Lamb303,2019
766,M,pedigree,675/12,1621,2019-03-15,26.2,56,Triplet,2019-12-06,Prime,224,58,7.46666666666667,266,Lamb303,2019
766,M,pedigree,675/12,1621,2019-03-15,26.2,56,Triplet,2019-12-06,Prime,257,59,8.56666666666667,266,Lamb303,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,1,26,0.0333333333333333,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,104,36,3.46666666666667,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,131,35,4.36666666666667,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,158,38,5.26666666666667,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,194,43,6.46666666666667,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,224,46,7.46666666666667,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,257,51,8.56666666666667,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,291,48,9.7,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,318,49,10.6,519,Lamb304,2019
767,F,pedigree,675/12,1621,2019-03-15,NA,NA,Triplet,2020-08-15,breeding sulg ewe,348,51,11.6,519,Lamb304,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,1,36,0.0333333333333333,313,Lamb305,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,104,36,3.46666666666667,313,Lamb305,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,131,42,4.36666666666667,313,Lamb305,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,158,44,5.26666666666667,313,Lamb305,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,194,53,6.46666666666667,313,Lamb305,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,224,57,7.46666666666667,313,Lamb305,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,257,56,8.56666666666667,313,Lamb305,2019
768,M,pedigree,675/12,1621,2019-03-15,26.6,59,Triplet,2020-01-22,Prime,291,58,9.7,313,Lamb305,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,1,42,0.0333333333333333,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,103,42,3.43333333333333,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,130,48,4.33333333333333,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,157,49,5.23333333333333,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,193,57,6.43333333333333,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,223,59,7.43333333333333,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,256,57,8.53333333333333,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,290,60,9.66666666666667,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,317,62,10.5666666666667,567,Lamb306,2019
769,M,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,2020-10-03,breeding ram,347,63,11.5666666666667,567,Lamb306,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,1,36,0.0333333333333333,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,103,36,3.43333333333333,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,130,41,4.33333333333333,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,157,42,5.23333333333333,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,193,46,6.43333333333333,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,223,48,7.43333333333333,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,256,49,8.53333333333333,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,290,50,9.66666666666667,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,317,51,10.5666666666667,NA,Lamb307,2019
770,F,pedigree,1060/13,590,2019-03-16,NA,NA,Twin,NA,NA,347,52,11.5666666666667,NA,Lamb307,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,1,28,0.0333333333333333,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,103,28,3.43333333333333,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,130,35,4.33333333333333,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,157,40,5.23333333333333,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,193,45,6.43333333333333,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,223,47,7.43333333333333,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,256,49,8.53333333333333,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,290,47,9.66666666666667,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,317,49,10.5666666666667,588,Lamb308,2019
772,F,pedigree,458/16,1621,2019-03-16,NA,NA,Single,2020-10-24,breeding sulg ewe,347,51,11.5666666666667,588,Lamb308,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,1,33,0.0333333333333333,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,102,33,3.4,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,129,41,4.3,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,156,43,5.2,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,192,48,6.4,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,222,52,7.4,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,255,52,8.5,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,289,52,9.63333333333333,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,316,53,10.5333333333333,NA,Lamb309,2019
773,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,346,57,11.5333333333333,NA,Lamb309,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,1,34,0.0333333333333333,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,102,34,3.4,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,129,42,4.3,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,156,47,5.2,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,192,50,6.4,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,222,52,7.4,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,255,54,8.5,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,289,46,9.63333333333333,NA,Lamb310,2019
774,F,pedigree,324/15,1621,2019-03-17,NA,NA,Twin,NA,NA,316,47,10.5333333333333,NA,Lamb310,2019
775,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,1,30,0.0333333333333333,186,Lamb311,2019
775,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,102,30,3.4,186,Lamb311,2019
775,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,129,37,4.3,186,Lamb311,2019
775,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,156,40,5.2,186,Lamb311,2019
776,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,1,34,0.0333333333333333,186,Lamb312,2019
776,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,102,34,3.4,186,Lamb312,2019
776,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,129,41,4.3,186,Lamb312,2019
776,F,pedigree,544/17,1621,2019-03-17,NA,NA,Twin,2019-09-19,breeding,156,46,5.2,186,Lamb312,2019
